,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
152,SI,2016-07-18,93.2,1.18,5.92,"Matz, Steven",608365,571927,,called_strike,,,,,1,Called Strike,R,R,L,CHC,NYM,S,,,0,1,2016,0.97,0.78,-0.33,3.23,,592178,,2,5,Bot,,,,,,160718_195058,-6.364390406489125,-136.6953572145009,-2.09132461894791,13.116,30.789,-22.234,3.71,1.81,,,,92.6,2027,6.0,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,42,2,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,127,0.008,-0.069,,,,0.069,,3,3,0.8781236744539243,0.8781236744539243,25,22,25,22,3,2,8,1,6,1,1.88,0.97,-0.97,,,,,,
158,CH,2016-07-18,83.0,1.34,5.8,"Matz, Steven",608365,571927,,foul,,,,,6,Foul,R,R,L,CHC,NYM,S,,,0,0,2016,1.13,0.89,0.43,2.45,,592178,,2,5,Bot,,,,,,160718_195035,-4.653368100695094,-121.6722758930727,-2.0479796567237183,11.703,23.205,-23.252,3.72,1.66,191,68.6,50,83.1,2152,6.3,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,42,1,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,115,0.008,-0.043,,,,0.043,88.0,3,3,0.8781236744539243,0.8781236744539243,25,22,25,22,3,2,8,1,6,1,2.46,1.13,-1.13,,,,,,
755,SI,2016-07-18,93.7,1.22,5.88,"Matz, Steven",608365,571927,field_out,hit_into_play,,,,,5,Addison Russell lines out to center fielder Juan Lagares.,R,R,L,CHC,NYM,X,8,line_drive,2,0,2016,1.12,1.01,-0.11,2.52,,575929,,1,3,Bot,109.64,64.43,,,,160718_191337,-6.33401908769662,-137.0240354134996,-4.55564669093203,15.056,26.257,-18.83,3.72,1.66,347,97.1,21,93.9,2199,6.3,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,0.313,0.396,0.0,1,0,0,4,26,3,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,126,-0.009,-0.343,,,0.666,0.343,97.1,3,3,0.8498806874737285,0.8498806874737285,25,22,25,22,2,1,8,1,6,1,1.6,1.12,-1.12,,,,,,
771,CH,2016-07-18,85.0,1.32,5.89,"Matz, Steven",608365,571927,,ball,,,,,14,Ball,R,R,L,CHC,NYM,B,,,1,0,2016,1.41,0.88,1.75,2.31,,575929,,1,3,Bot,,,,,,160718_191317,-2.2956165412139065,-124.5452673729516,-3.0032670210963888,14.662,24.002,-22.691,3.69,1.66,,,,85.1,2407,6.4,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,26,2,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,112,0.008,0.041,,,,-0.041,,3,3,0.8498806874737285,0.8498806874737285,25,22,25,22,2,1,8,1,6,1,2.31,1.41,-1.41,,,,,,
796,CH,2016-07-18,83.9,1.21,5.85,"Matz, Steven",608365,571927,,ball,,,,,14,Ball,R,R,L,CHC,NYM,B,,,0,0,2016,1.29,0.69,1.39,1.31,,575929,,1,3,Bot,,,,,,160718_191258,-2.5745491020633056,-122.85684549100225,-4.503841508619701,13.1,23.908,-24.515,3.61,1.66,,,,83.9,2404,6.4,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,26,1,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,111,0.008,0.025,,,,-0.025,,3,3,0.8498806874737285,0.8498806874737285,25,22,25,22,2,1,8,1,6,1,2.59,1.29,-1.29,,,,,,
1641,SI,2016-07-18,93.9,1.21,5.91,"Matz, Steven",608365,571927,single,hit_into_play,,,,,4,Addison Russell singles on a line drive to left fielder Yoenis Cespedes.,R,R,L,CHC,NYM,X,7,line_drive,3,2,2016,1.07,0.75,-0.35,2.45,,,,0,2,Bot,93.9,143.78,,,,160718_183824,-6.805423525162843,-137.3002603092944,-4.161171315952888,14.582,26.135,-22.107,3.69,1.66,146,78.6,12,94.5,1941,6.5,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,0.5,0.45,0.9,1,1,0,4,12,8,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,122,0.037,0.342,,,0.5,-0.342,88.0,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,1.85,1.07,-1.07,,,,,,
1663,SI,2016-07-18,93.6,1.1,5.95,"Matz, Steven",608365,571927,,foul,,,,,5,Foul,R,R,L,CHC,NYM,S,,,3,2,2016,1.13,1.23,-0.12,2.81,,,,0,2,Bot,,,,,,160718_183800,-6.063304680044494,-137.09963976976746,-4.410187332213284,15.062,32.31,-16.261,3.67,1.66,7,77.7,-21,93.2,2034,6.3,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,12,7,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,124,-0.001,0.0,,,,0.0,88.0,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,1.43,1.13,-1.13,,,,,,
1692,SI,2016-07-18,95.1,1.25,5.92,"Matz, Steven",608365,571927,,foul,,,,,12,Foul,R,R,L,CHC,NYM,S,,,3,2,2016,1.25,1.07,1.19,2.96,,,,0,2,Bot,,,,,,160718_183744,-3.4359236024385518,-139.29850380029214,-3.9161636156062847,16.535,28.308,-17.859,3.69,1.66,,,,96.2,2048,6.7,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,12,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,124,-0.001,0.0,,,,0.0,,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,1.47,1.25,-1.25,,,,,,
1728,CU,2016-07-18,78.9,1.24,5.89,"Matz, Steven",608365,571927,,ball,,,,,13,Ball,R,R,L,CHC,NYM,B,,,2,2,2016,-0.61,-0.64,-0.96,0.91,,,,0,2,Bot,,,,,,160718_183728,-3.46040736271145,-115.66915926036636,-1.4358669418362855,-4.729,19.756,-37.509,3.56,1.66,,,,78.4,2529,5.8,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,12,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,320,-0.001,0.11,,,,-0.11,,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,4.32,-0.61,0.61,,,,,,
1764,SI,2016-07-18,95.7,1.2,5.93,"Matz, Steven",608365,571927,,foul,,,,,1,Foul,R,R,L,CHC,NYM,S,,,2,1,2016,1.04,1.19,-0.66,3.37,,,,0,2,Bot,,,,,,160718_183710,-7.671968913521401,-140.01468881513824,-3.2598193035400524,14.946,29.047,-16.255,3.67,1.66,130,76.6,13,95.9,2103,6.4,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,12,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,140,-0.001,-0.069,,,,0.069,88.0,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,1.32,1.04,-1.04,,,,,,
1811,SI,2016-07-18,95.9,1.16,5.99,"Matz, Steven",608365,571927,,ball,,,,,13,Ball,R,R,L,CHC,NYM,B,,,1,1,2016,1.16,1.15,-1.19,1.88,,,,0,2,Bot,,,,,,160718_183655,-9.277153799707374,-140.04485933085869,-7.273860185398624,16.817,28.533,-15.886,3.69,1.66,,,,96.6,1941,6.7,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,12,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,128,-0.001,0.05,,,,-0.05,,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,1.35,1.16,-1.16,,,,,,
1857,CU,2016-07-18,77.9,1.22,6.04,"Matz, Steven",608365,571927,,ball,,,,,14,Ball,R,R,L,CHC,NYM,B,,,0,1,2016,-0.56,-0.82,0.28,0.32,,,,0,2,Bot,,,,,,160718_183639,-0.8015235259083542,-114.19811222607842,-2.3654178485249977,-4.64,20.032,-38.758,3.53,1.66,,,,77.3,2496,5.9,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,12,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,306,-0.001,0.027,,,,-0.027,,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,4.62,-0.56,0.56,,,,,,
1913,SI,2016-07-18,95.2,1.24,6.08,"Matz, Steven",608365,571927,,called_strike,,,,,7,Called Strike,R,R,L,CHC,NYM,S,,,0,0,2016,1.24,0.88,-0.38,2.21,,,,0,2,Bot,,,,,,160718_183626,-7.498597079751978,-139.2486184096632,-5.772178355627518,17.225,29.961,-19.853,3.72,1.66,,,,95.1,2021,6.3,448255,518595,527038,435522,408314,452678,493316,501571,434158,54.5,,,,,,,,12,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,124,-0.001,-0.041,,,,0.041,,0,0,0.5513068952625529,0.5513068952625529,25,22,25,22,1,0,8,1,6,1,1.67,1.24,-1.24,,,,,,
630,FF,2016-07-17,93.4,2.74,6.19,"Hamels, Cole",608365,430935,single,hit_into_play,,,,,4,Addison Russell singles on a line drive to center fielder Ian Desmond.   Willson Contreras to 2nd.,R,R,L,CHC,TEX,X,8,line_drive,0,1,2016,0.75,1.09,-0.28,2.69,,,575929,0,7,Bot,111.67,74.6,,,,160717_150656,-9.710203994151687,-136.6576255318378,-5.012150525751087,11.173,28.859,-17.82,3.67,1.66,308,83.6,26,93.6,2126,6.5,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,0.113,0.118,0.9,1,1,0,3,51,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,149,0.086,0.484,,,0.157,-0.484,88.0,-2,-2,0.2901533621274293,0.2901533621274293,32,22,33,22,3,2,9,1,6,1,1.55,0.75,-0.75,,,,,,
650,CH,2016-07-17,85.8,2.43,6.33,"Hamels, Cole",608365,430935,,swinging_strike,,,,,9,Swinging Strike,R,R,L,CHC,TEX,S,,,0,0,2016,1.13,0.84,0.3,1.61,,,575929,0,7,Bot,,,,,,160717_150636,-7.706849706407215,-125.47951069397745,-5.705870554696515,13.111,24.494,-22.455,3.67,1.66,,,,86.0,1663,6.5,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,,,,,,,,51,1,Changeup,1,3,1,3,3,1,1,3,Standard,Standard,127,-0.014,-0.04,,,,0.04,,-2,-2,0.2901533621274293,0.2901533621274293,32,22,33,22,3,2,9,1,6,1,2.3,1.13,-1.13,,,,,,
1327,SI,2016-07-17,94.3,2.32,6.19,"Hamels, Cole",608365,430935,field_out,hit_into_play,,,,,4,Addison Russell flies out to center fielder Ian Desmond.,R,R,L,CHC,TEX,X,8,fly_ball,0,2,2016,1.23,1.28,-0.29,2.97,,,,2,4,Bot,123.85,44.59,,,,160717_142837,-9.975477973092778,-137.8526409467733,-4.863519076583186,17.409,32.245,-15.395,3.67,1.66,373,91.5,34,93.7,2142,6.3,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,0.067,0.091,0.0,1,0,0,3,33,3,Sinker,1,3,1,3,3,1,1,3,Strategic,Standard,130,-0.023,-0.164,,,0.165,0.164,91.5,-2,-2,0.2615346624223864,0.2615346624223864,32,22,33,22,2,1,9,1,6,1,1.35,1.23,-1.23,,,,,,
1368,FF,2016-07-17,91.4,2.47,6.25,"Hamels, Cole",608365,430935,,swinging_strike,,,,,13,Swinging Strike,R,R,L,CHC,TEX,S,,,0,1,2016,-0.03,1.03,-0.94,2.43,,,,2,4,Bot,,,,,,160717_142820,-8.519720009900086,-133.80809252433127,-5.210382464793667,1.473,29.125,-19.127,3.67,1.66,,,,91.5,2127,6.5,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,,,,,,,,33,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,179,-0.01,-0.061,,,,0.061,,-2,-2,0.2615346624223864,0.2615346624223864,32,22,33,22,2,1,9,1,6,1,1.75,-0.03,0.03,,,,,,
1397,FC,2016-07-17,91.2,2.49,6.19,"Hamels, Cole",608365,430935,,swinging_strike,,,,,4,Swinging Strike,R,R,L,CHC,TEX,S,,,0,0,2016,-0.29,0.71,-0.82,2.49,,,,2,4,Bot,,,,,,160717_142803,-7.619392770965594,-133.5617525491486,-4.084170040533752,-1.674,28.796,-23.15,3.67,1.66,,,,91.1,2099,6.3,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,,,,,,,,33,1,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,202,-0.01,-0.042,,,,0.042,,-2,-2,0.2615346624223864,0.2615346624223864,32,22,33,22,2,1,9,1,6,1,2.08,-0.29,0.29,,,,,,
2305,CU,2016-07-17,83.1,2.52,6.11,"Hamels, Cole",608365,430935,strikeout,swinging_strike,,,,,8,Addison Russell strikes out swinging.,R,R,L,CHC,TEX,S,2,,1,2,2016,-0.73,-0.51,0.08,2.2,,,,1,2,Bot,,,,,,160717_135221,-3.910301977813434,-121.8208402368002,-0.1360611910406948,-6.304,23.383,-37.035,3.67,1.66,,,,82.6,1786,6.0,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,,0.0,0.0,1,0,0,,15,4,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,303,-0.027,-0.183,,,,0.183,,-2,-2,0.3165179266064299,0.3165179266064299,32,22,33,22,1,0,9,1,6,1,3.85,-0.73,0.73,,,,,,
2377,FF,2016-07-17,92.5,2.37,6.19,"Hamels, Cole",608365,430935,,swinging_strike,,,,,13,Swinging Strike,R,R,L,CHC,TEX,S,,,1,1,2016,0.3,1.05,-0.93,2.26,,,,1,2,Bot,,,,,,160717_135206,-9.153737929961428,-135.18036597080214,-5.838540979346337,5.382,26.002,-18.459,3.67,1.66,,,,93.1,2083,6.5,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,,,,,,,,15,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,155,-0.01,-0.066,,,,0.066,,-2,-2,0.3165179266064299,0.3165179266064299,32,22,33,22,1,0,9,1,6,1,1.64,0.3,-0.3,,,,,,
2429,CH,2016-07-17,85.8,2.26,6.25,"Hamels, Cole",608365,430935,,ball,,,,,13,Ball,R,R,L,CHC,TEX,B,,,0,1,2016,1.51,0.78,-0.83,0.73,,,,1,2,Bot,,,,,,160717_135150,-10.830399118498663,-125.2152945969461,-7.331339327753607,17.529,26.784,-22.775,3.74,1.67,,,,86.1,1733,6.9,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,,,,,,,,15,2,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,110,-0.01,0.033,,,,-0.033,,-2,-2,0.3165179266064299,0.3165179266064299,32,22,33,22,1,0,9,1,6,1,2.41,1.51,-1.51,,,,,,
2487,CH,2016-07-17,85.2,2.45,6.3,"Hamels, Cole",608365,430935,,swinging_strike,,,,,8,Swinging Strike,R,R,L,CHC,TEX,S,,,0,0,2016,1.35,0.67,0.21,1.86,,,,1,2,Bot,,,,,,160717_135136,-8.437337564509281,-124.77672337419348,-4.437111135239872,15.336,27.967,-24.492,3.67,1.66,,,,84.9,1771,6.5,448246,455139,425902,596059,134181,462101,607387,435622,608577,54.5,,,,,,,,15,1,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,120,-0.01,-0.04,,,,0.04,,-2,-2,0.3165179266064299,0.3165179266064299,32,22,33,22,1,0,9,1,6,1,2.56,1.35,-1.35,,,,,,
3610,CU,2016-07-16,81.6,-1.27,5.54,"Bush, Matt",608365,456713,field_out,hit_into_play,,,,,14,Addison Russell lines out softly to first baseman Jurickson Profar.,R,R,R,CHC,TEX,X,3,line_drive,1,2,2016,0.83,-0.79,1.3,0.92,,,,1,8,Bot,,,,,,160716_160113,3.909613167338908,-119.53237872643544,-0.8872575593861167,7.106,20.503,-39.417,3.68,1.66,96,52.7,17,80.9,2515,5.7,448231,435064,595777,596059,134181,462101,607387,435622,608577,54.5,0.1,0.094,0.0,1,0,0,1,61,4,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,45,0.0,-0.183,,,0.1,0.183,88.0,2,2,0.9321280476549804,0.9321280476549804,30,22,30,22,1,3,8,1,3,1,4.23,-0.83,-0.83,,,,,,
